,location,total_sqft,bath,price,bhk
7504,Sarjapur  Road,2145.0,3.0,190.0,3
7505,Sarjapur  Road,1230.0,2.0,65.0,2
7508,Sarjapur  Road,3785.0,5.0,280.0,4
7509,Sarjapur  Road,2556.0,3.0,169.0,3
7510,Sarjapur  Road,1278.0,2.0,90.0,2
7512,Sarjapur  Road,2180.0,3.0,240.0,3
7514,Sarjapur  Road,1305.0,2.0,99.0,2
7515,Sarjapur  Road,1755.0,3.0,122.0,3
7519,Sarjapur  Road,4334.0,2.0,338.0,4
7526,Sarjapur  Road,1060.0,2.0,55.0,2
7527,Sarjapur  Road,1455.0,2.0,98.0,3
7529,Sarjapur  Road,1850.0,3.0,140.0,3
7530,Sarjapur  Road,950.0,1.0,39.9,1
7531,Sarjapur  Road,1826.0,3.0,130.0,3
7535,Sarjapur  Road,1660.0,2.0,116.0,3
7536,Sarjapur  Road,1700.0,3.0,108.0,3
7541,Sarjapur  Road,539.0,1.0,45.0,1
7543,Sarjapur  Road,1200.0,2.0,75.0,2
7544,Sarjapur  Road,2145.0,3.0,180.0,3
7547,Sarjapur  Road,1320.0,2.0,115.0,2
7552,Sarjapur  Road,1877.0,4.0,150.0,3
7555,Sarjapur  Road,1229.0,2.0,70.0,2
7557,Sarjapur  Road,1342.0,2.0,70.0,2
7558,Sarjapur  Road,1711.0,3.0,110.0,3
7562,Sarjapur  Road,1050.0,2.0,63.5,2
7563,Sarjapur  Road,1350.0,2.0,102.0,2
7564,Sarjapur  Road,2990.0,4.0,240.0,4
7567,Sarjapur  Road,1685.0,3.0,135.0,3
7568,Sarjapur  Road,1350.0,2.0,68.0,2
7571,Sarjapur  Road,3800.0,3.0,325.0,4
7574,Sarjapur  Road,984.0,2.0,55.0,2
7580,Sarjapur  Road,1320.0,2.0,100.0,2
7581,Sarjapur  Road,1984.0,4.0,145.0,3
7584,Sarjapur  Road,3692.0,5.0,340.0,5
7588,Sarjapur  Road,1900.0,4.0,180.0,3
7589,Sarjapur  Road,2425.0,5.0,201.0,4
7590,Sarjapur  Road,1691.0,3.0,113.0,3
7592,Sarjapur  Road,2070.0,4.0,160.0,3
7594,Sarjapur  Road,1435.0,3.0,90.0,3
7596,Sarjapur  Road,1262.0,2.0,67.0,2
7597,Sarjapur  Road,1693.0,3.0,125.0,3
7598,Sarjapur  Road,1826.0,3.0,125.0,3
7599,Sarjapur  Road,1660.0,3.0,116.0,3
7601,Sarjapur  Road,2750.0,5.0,240.0,4
7602,Sarjapur  Road,1830.0,3.0,119.0,3
7603,Sarjapur  Road,1700.0,3.0,194.0,3
7607,Sarjapur  Road,2900.0,4.0,240.0,4
7608,Sarjapur  Road,1059.0,2.0,68.0,2
7610,Sarjapur  Road,1157.0,2.0,74.0,3
7611,Sarjapur  Road,1700.0,3.0,118.0,3
7612,Sarjapur  Road,1691.0,3.0,120.0,3
7613,Sarjapur  Road,1770.0,3.0,180.0,3
7615,Sarjapur  Road,1308.0,2.0,75.0,2
7616,Sarjapur  Road,2650.0,3.0,260.0,3
7617,Sarjapur  Road,1580.0,3.0,125.0,3
7620,Sarjapur  Road,1826.0,3.0,130.0,3
7621,Sarjapur  Road,1550.0,2.0,98.0,3
7623,Sarjapur  Road,534.0,1.0,19.65,1
7626,Sarjapur  Road,984.0,2.0,59.0,2
7629,Sarjapur  Road,702.0,1.0,52.0,1
7630,Sarjapur  Road,1242.0,2.0,75.0,2
7631,Sarjapur  Road,2275.0,4.0,185.0,3
7632,Sarjapur  Road,3200.0,4.0,350.0,4
7633,Sarjapur  Road,2100.0,3.0,135.0,3
7634,Sarjapur  Road,3335.0,4.0,290.0,4
7635,Sarjapur  Road,3009.0,3.0,331.0,3
7638,Sarjapur  Road,2275.0,4.0,175.0,3
7639,Sarjapur  Road,1314.0,2.0,110.0,2
7640,Sarjapur  Road,1787.0,3.0,116.0,3
7642,Sarjapur  Road,1028.0,2.0,56.0,2
7643,Sarjapur  Road,3005.0,5.0,275.0,4
7647,Sarjapur  Road,1026.0,2.0,60.55,2
7648,Sarjapur  Road,1350.0,2.0,85.0,2
7649,Sarjapur  Road,1157.0,2.0,72.0,3
7650,Sarjapur  Road,1019.0,2.0,62.0,2
7651,Sarjapur  Road,3418.0,3.0,235.0,4
7652,Sarjapur  Road,691.0,1.0,31.1,1
7656,Sarjapur  Road,1881.0,3.0,145.0,3
7657,Sarjapur  Road,2275.0,4.0,182.0,3
7661,Sarjapur  Road,1346.0,2.0,67.38,2
7662,Sarjapur  Road,1881.0,3.0,145.0,3
7664,Sarjapur  Road,2880.0,3.0,211.0,4
7667,Sarjapur  Road,675.0,1.0,27.0,1
7669,Sarjapur  Road,1346.0,2.0,74.03,2
7670,Sarjapur  Road,10000.0,4.0,975.0,5
7671,Sarjapur  Road,3930.0,5.0,330.0,4
7672,Sarjapur  Road,1691.0,3.0,119.0,3
7673,Sarjapur  Road,1335.0,2.0,95.0,2
7675,Sarjapur  Road,1680.0,3.0,126.0,3
7678,Sarjapur  Road,1510.0,2.0,110.0,3
7679,Sarjapur  Road,1242.0,2.0,78.0,2
7681,Sarjapur  Road,1129.0,2.0,69.0,2
7683,Sarjapur  Road,1850.0,3.0,140.0,3
7686,Sarjapur  Road,1879.0,3.0,155.0,3
7687,Sarjapur  Road,1157.0,2.0,75.0,3
7688,Sarjapur  Road,2425.0,5.0,175.0,4
7689,Sarjapur  Road,1323.0,2.0,74.0,2
7690,Sarjapur  Road,2500.0,4.0,225.0,4
7691,Sarjapur  Road,2289.0,3.0,178.0,3
7694,Sarjapur  Road,2100.0,3.0,130.0,3
7695,Sarjapur  Road,702.0,1.0,35.8,1
7696,Sarjapur  Road,1240.0,4.0,110.0,4
7697,Sarjapur  Road,1320.0,2.0,110.0,2
7700,Sarjapur  Road,1800.0,3.0,128.0,3
7701,Sarjapur  Road,2275.0,4.0,187.0,3
7703,Sarjapur  Road,1026.0,2.0,60.8,2
7704,Sarjapur  Road,3335.0,4.0,300.0,4
7706,Sarjapur  Road,1216.0,2.0,70.0,2
7708,Sarjapur  Road,1112.0,2.0,62.0,2
7712,Sarjapur  Road,1026.0,2.0,60.8,2
7715,Sarjapur  Road,1600.0,3.0,120.0,3
7716,Sarjapur  Road,1370.0,2.0,70.0,2
7717,Sarjapur  Road,1346.0,2.0,74.03,2
7718,Sarjapur  Road,475.0,1.0,26.0,1
7721,Sarjapur  Road,1857.0,4.0,155.0,3
7722,Sarjapur  Road,1750.0,3.0,185.0,4
7723,Sarjapur  Road,1660.0,2.0,116.0,3
7729,Sarjapur  Road,1346.0,2.0,69.61,2
7730,Sarjapur  Road,2089.0,3.0,148.0,3
7732,Sarjapur  Road,1290.0,2.0,88.0,2
7733,Sarjapur  Road,1371.0,2.0,86.0,2
7734,Sarjapur  Road,2140.0,3.0,139.0,3
7735,Sarjapur  Road,1044.0,2.0,55.0,2
7737,Sarjapur  Road,2180.0,4.0,180.0,3
7738,Sarjapur  Road,1691.0,3.0,119.0,3
7739,Sarjapur  Road,2206.0,4.0,180.0,3
7740,Sarjapur  Road,1309.0,2.0,69.5,2
7742,Sarjapur  Road,1250.0,4.0,135.0,4
7743,Sarjapur  Road,1367.0,2.0,80.0,2
7746,Sarjapur  Road,1984.0,4.0,148.0,3
7748,Sarjapur  Road,1346.0,2.0,74.03,2
7750,Sarjapur  Road,1112.0,2.0,58.0,2
7751,Sarjapur  Road,1340.0,2.0,75.0,2
7752,Sarjapur  Road,3500.0,3.0,275.0,3
7754,Sarjapur  Road,2758.0,4.0,240.0,4
7755,Sarjapur  Road,1132.0,2.0,70.0,2
7757,Sarjapur  Road,4050.0,2.0,450.0,4
7758,Sarjapur  Road,2425.0,5.0,195.0,4
7759,Sarjapura - Attibele Road,1330.0,2.0,48.0,3
7760,Sarjapura - Attibele Road,1329.0,2.0,45.95,3
7761,Sarjapura - Attibele Road,1800.0,4.0,110.0,4
7762,Sarjapura - Attibele Road,829.0,2.0,22.8,2
7763,Sarjapura - Attibele Road,2400.0,3.0,85.0,3
7764,Sarjapura - Attibele Road,1033.0,2.0,28.41,2
7765,Sarjapura - Attibele Road,1676.0,3.0,52.0,3
7766,Sarjapura - Attibele Road,1800.0,3.0,90.0,3
7767,Sarjapura - Attibele Road,1308.0,2.0,37.0,2
7768,Sarjapura - Attibele Road,1073.0,2.0,31.77,2
7769,Sarjapura - Attibele Road,1330.0,2.0,49.0,3
7770,Sarjapura - Attibele Road,1090.0,2.0,37.0,2
7771,Sarjapura - Attibele Road,1126.0,2.0,36.0,2
7772,Sarjapura - Attibele Road,740.0,1.0,23.65,1
7773,Sarjapura - Attibele Road,1555.0,3.0,52.0,3
7774,Sector 2 HSR Layout,1296.0,2.0,75.0,2
7775,Sector 2 HSR Layout,1450.0,2.0,135.0,3
7776,Sector 2 HSR Layout,794.0,1.0,60.0,1
7777,Sector 2 HSR Layout,1143.0,2.0,65.0,2
7778,Sector 2 HSR Layout,794.0,1.0,65.0,1
7779,Sector 2 HSR Layout,1146.0,2.0,55.0,2
7781,Sector 2 HSR Layout,1665.0,3.0,110.0,3
7783,Sector 2 HSR Layout,1332.0,2.0,101.0,2
7786,Sector 2 HSR Layout,1095.0,2.0,85.41,2
7787,Sector 2 HSR Layout,1231.0,2.0,66.0,2
7788,Sector 7 HSR Layout,3000.0,5.0,275.0,4
7789,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7790,Sector 7 HSR Layout,1760.0,3.0,145.0,3
7791,Sector 7 HSR Layout,3900.0,3.0,300.0,3
7792,Sector 7 HSR Layout,1163.0,2.0,98.86,2
7793,Sector 7 HSR Layout,1342.0,2.0,115.0,2
7794,Sector 7 HSR Layout,1760.0,3.0,160.0,3
7795,Sector 7 HSR Layout,1760.0,3.0,142.0,3
7796,Sector 7 HSR Layout,2400.0,2.0,195.0,3
7797,Sector 7 HSR Layout,1760.0,3.0,185.0,3
7798,Sector 7 HSR Layout,1162.0,2.0,98.77,2
7799,Seegehalli,901.0,2.0,35.14,2
7801,Seegehalli,800.0,1.0,50.0,2
7803,Seegehalli,1118.0,2.0,37.5,2
7804,Seegehalli,1200.0,2.0,62.0,3
7805,Seegehalli,1155.0,2.0,72.0,2
7806,Seegehalli,1830.0,4.0,82.0,3
7807,Seegehalli,4000.0,3.0,235.0,3
7810,Seegehalli,1096.0,2.0,41.0,2
7812,Seegehalli,920.0,2.0,27.0,2
7813,Seegehalli,1553.0,3.0,68.0,3
7814,Seegehalli,1639.0,3.0,120.0,3
7815,Seegehalli,3000.0,4.0,235.0,3
7816,Seegehalli,1134.0,2.0,45.0,2
7817,Seegehalli,1683.0,3.0,80.0,3
7818,Seegehalli,2400.0,4.0,240.0,3
7819,Seegehalli,1176.0,2.0,50.0,2
7820,Seegehalli,3000.0,4.0,240.0,3
7821,Shampura,2650.0,4.0,150.0,4
7822,Shampura,375.0,2.0,26.0,1
7823,Shampura,1200.0,2.0,53.0,2
7824,Shampura,700.0,1.0,35.0,2
7825,Shampura,1400.0,3.0,70.0,3
7826,Shampura,1475.0,3.0,78.0,3
7827,Shampura,1700.0,3.0,75.0,3
7828,Shampura,1187.0,2.0,42.0,2
7829,Shampura,2800.0,5.0,95.0,7
7830,Shivaji Nagar,850.0,2.0,55.0,2
7831,Shivaji Nagar,1554.0,3.0,130.0,2
7832,Shivaji Nagar,2200.0,2.0,110.0,2
7833,Shivaji Nagar,3820.0,1.0,306.0,1
7834,Shivaji Nagar,1300.0,3.0,170.0,3
7835,Shivaji Nagar,703.0,2.0,49.5,2
7836,Shivaji Nagar,1460.0,2.0,90.0,3
7837,Shivaji Nagar,2176.0,3.0,348.0,3
7838,Shivaji Nagar,600.0,1.0,65.0,2
7839,Shivaji Nagar,1226.0,2.0,60.0,3
7840,Singasandra,1010.0,2.0,29.5,2
7841,Singasandra,1440.0,2.0,65.0,3
7842,Singasandra,1030.0,2.0,55.0,2
7843,Singasandra,3850.0,6.0,195.0,4
7844,Singasandra,600.0,2.0,36.5,2
7845,Singasandra,1100.0,2.0,52.0,2
7848,Singasandra,1300.0,2.0,65.0,2
7851,Singasandra,1010.0,2.0,40.0,2
7852,Singasandra,1375.0,2.0,58.0,2
7853,Singasandra,1120.0,2.0,60.0,2
7854,Singasandra,1099.0,2.0,37.5,2
7855,Singasandra,600.0,1.0,45.0,1
7856,Singasandra,600.0,1.0,45.0,1
7857,Singasandra,1510.0,3.0,75.0,3
7858,Singasandra,1179.0,2.0,56.0,2
7859,Singasandra,1416.0,2.0,67.0,2
7860,Singasandra,1476.0,2.0,73.0,3
7861,Singasandra,1139.7,2.0,45.0,2
7862,Singasandra,1465.0,2.0,60.0,2
7864,Singasandra,1653.0,3.0,85.0,3
7866,Somasundara Palya,1255.0,2.0,67.0,2
7867,Somasundara Palya,1448.0,2.0,68.0,2
7869,Somasundara Palya,1178.0,2.0,73.0,2
7870,Somasundara Palya,1260.0,2.0,60.0,2
7871,Somasundara Palya,1174.0,2.0,74.0,2
7872,Somasundara Palya,1033.0,2.0,48.0,2
7874,Somasundara Palya,1329.0,2.0,70.0,2
7875,Somasundara Palya,2372.0,3.0,140.0,3
7876,Somasundara Palya,1178.0,2.0,78.0,2
7877,Somasundara Palya,1185.0,2.0,70.0,2
7880,Somasundara Palya,1200.0,2.0,75.0,2
7882,Somasundara Palya,2400.0,3.0,140.0,4
7884,Somasundara Palya,1650.0,3.0,95.0,3
7885,Somasundara Palya,1186.0,2.0,72.0,2
7886,Somasundara Palya,1186.0,2.0,76.0,2
7888,Somasundara Palya,1650.0,3.0,126.0,3
7889,Somasundara Palya,1140.0,2.0,46.0,2
7890,Somasundara Palya,1185.0,2.0,75.0,2
7893,Sompura,825.0,2.0,33.0,2
7894,Sompura,1025.0,2.0,48.0,3
7895,Sompura,1025.0,2.0,37.0,3
7896,Sompura,1020.0,2.0,41.0,2
7897,Sompura,1090.0,2.0,28.0,2
7898,Sompura,1275.0,3.0,59.0,3
7899,Sompura,1126.0,2.0,39.0,2
7900,Sompura,825.0,2.0,32.0,2
7901,Sompura,1350.0,3.0,65.0,3
7902,Sompura,1360.0,2.0,45.0,3
7903,Sompura,1350.0,2.0,47.0,3
7906,Sonnenahalli,896.0,2.0,43.75,2
7907,Sonnenahalli,1268.0,2.0,73.0,2
7908,Sonnenahalli,1120.0,2.0,43.0,2
7909,Sonnenahalli,1100.0,2.0,44.0,2
7910,Sonnenahalli,1011.0,2.0,50.53,2
7911,Sonnenahalli,1157.0,2.0,42.0,2
7912,Sonnenahalli,605.0,1.0,40.0,1
7913,Sonnenahalli,614.5,1.0,30.715,1
7915,Sonnenahalli,1484.0,3.0,74.18,3
7916,Sonnenahalli,1610.0,3.0,80.48,3
7917,Sonnenahalli,1059.0,2.0,62.0,2
7918,Sonnenahalli,1268.0,2.0,75.0,3
7920,Sonnenahalli,1268.0,2.0,58.0,2
7922,Sonnenahalli,1268.0,2.0,56.0,2
7923,Sonnenahalli,1011.0,2.0,59.0,2
7924,Sonnenahalli,605.0,1.0,30.24,1
7925,Sonnenahalli,1484.0,3.0,75.0,3
7927,Subramanyapura,929.0,2.0,50.17,2
7928,Subramanyapura,1200.0,2.0,52.0,2
7929,Subramanyapura,975.0,2.0,65.0,2
7930,Subramanyapura,975.0,2.0,58.0,2
7931,Subramanyapura,1277.0,2.0,55.0,2
7932,Subramanyapura,985.0,2.0,58.0,2
7934,Subramanyapura,1313.0,2.0,73.0,2
7936,Subramanyapura,1313.0,2.0,66.5,2
7937,Subramanyapura,1255.0,2.0,79.0,3
7938,Subramanyapura,1050.0,2.0,41.0,2
7940,Subramanyapura,929.0,2.0,48.0,2
7941,Subramanyapura,975.0,2.0,63.0,2
7942,Subramanyapura,950.0,2.0,55.0,2
7944,Subramanyapura,929.0,2.0,56.0,2
7945,Subramanyapura,975.0,2.0,65.0,2
7947,Subramanyapura,1260.0,2.0,76.0,3
7948,Subramanyapura,1260.0,2.0,108.0,2
7950,Subramanyapura,958.0,2.0,34.49,2
7952,Subramanyapura,958.0,2.0,33.53,2
7953,Subramanyapura,960.0,2.0,55.0,2
7954,Subramanyapura,1260.0,2.0,73.0,3
7957,Subramanyapura,1278.0,3.0,70.0,3
7958,Subramanyapura,929.0,2.0,49.0,2
7959,Subramanyapura,1260.0,2.0,75.0,3
7960,Subramanyapura,1000.0,2.0,45.0,2
7961,Subramanyapura,1260.0,2.0,80.0,3
7963,Subramanyapura,929.0,1.0,51.0,2
7964,Subramanyapura,1880.0,3.0,110.0,3
7967,Subramanyapura,985.0,2.0,62.5,2
7968,Sultan Palaya,1700.0,3.0,120.0,3
7969,Sultan Palaya,1100.0,2.0,40.0,2
7970,Sultan Palaya,1800.0,8.0,175.0,6
7971,Sultan Palaya,1100.0,2.0,45.0,2
7972,Sultan Palaya,900.0,2.0,45.0,2
7973,Sultan Palaya,870.0,2.0,65.0,2
7975,Sultan Palaya,1713.0,3.0,125.0,3
7976,Sultan Palaya,1009.0,2.0,65.0,2
7977,Sultan Palaya,5000.0,5.0,325.0,4
7978,Sultan Palaya,1070.0,2.0,49.0,2
7979,Sultan Palaya,2200.0,3.0,80.0,4
7980,TC Palaya,1475.0,3.0,98.0,3
7981,TC Palaya,1200.0,2.0,60.0,2
7986,TC Palaya,1240.0,2.0,60.0,2
7987,TC Palaya,1500.0,2.0,100.0,3
7988,TC Palaya,1200.0,2.0,65.0,2
7989,TC Palaya,1200.0,2.0,70.0,2
7991,TC Palaya,900.0,2.0,55.0,2
7994,TC Palaya,4800.0,3.0,302.0,4
7995,TC Palaya,1000.0,2.0,64.0,2
7997,TC Palaya,900.0,2.0,55.0,2
7998,TC Palaya,1200.0,2.0,66.0,2
7999,TC Palaya,1500.0,2.0,120.0,3
8002,TC Palaya,900.0,2.0,55.0,2
8004,TC Palaya,900.0,2.0,55.0,2
8007,TC Palaya,1200.0,2.0,65.0,2
8008,TC Palaya,1500.0,2.0,75.0,2
8010,TC Palaya,1000.0,2.0,70.0,2
8011,TC Palaya,1100.0,2.0,65.0,2
8015,TC Palaya,1800.0,2.0,80.0,2
8017,TC Palaya,1200.0,2.0,70.0,2
8018,TC Palaya,1350.0,1.0,55.0,1
8019,TC Palaya,900.0,2.0,55.0,2
8020,TC Palaya,900.0,2.0,55.0,2
8022,TC Palaya,1082.0,2.0,64.0,2
8026,TC Palaya,1152.0,2.0,55.0,2
8027,TC Palaya,1126.0,2.0,39.4,2
8032,Talaghattapura,1868.0,3.0,131.0,3
8033,Talaghattapura,1090.0,2.0,27.24,2
8034,Talaghattapura,2038.5,3.0,120.0,3
8035,Talaghattapura,2106.0,3.0,126.0,3
8036,Talaghattapura,2254.0,3.0,170.0,3
8038,Talaghattapura,1868.0,3.0,121.0,3
8039,Talaghattapura,1150.0,2.0,28.0,2
8040,Talaghattapura,2106.0,3.0,126.0,3
8041,Talaghattapura,1868.0,3.0,135.0,3
8042,Talaghattapura,1856.0,3.0,135.0,3
8043,Talaghattapura,1868.0,3.0,120.0,3
8044,Talaghattapura,2254.0,3.0,170.0,3
8045,Talaghattapura,2254.0,3.0,170.0,3
8046,Talaghattapura,1804.0,3.0,115.0,3
8047,Talaghattapura,951.0,2.0,30.43,2
8048,Talaghattapura,1856.0,3.0,135.0,3
8049,Talaghattapura,2254.0,3.0,153.0,3
8050,Talaghattapura,2106.0,3.0,148.0,3
8051,Talaghattapura,921.0,2.0,29.47,2
8053,Talaghattapura,1856.0,3.0,135.0,3
8054,Talaghattapura,2273.0,3.0,159.0,3
8055,Talaghattapura,2099.0,3.0,147.0,3
8056,Talaghattapura,1040.0,2.0,33.28,2
8057,Talaghattapura,1100.0,2.0,50.0,2
8059,Talaghattapura,1100.0,2.0,49.49,2
8060,Talaghattapura,1100.0,2.0,32.0,2
8061,Talaghattapura,1575.0,3.0,80.0,3
8062,Talaghattapura,2273.0,3.0,145.0,3
8063,Talaghattapura,921.0,2.0,29.47,2
8064,Talaghattapura,1175.0,2.0,62.0,2
8065,Talaghattapura,1804.0,3.0,127.0,3
8066,Talaghattapura,1062.0,2.0,42.48,2
8067,Talaghattapura,3554.0,4.0,340.0,3
8068,Talaghattapura,2038.5,3.0,122.0,3
8069,Talaghattapura,1800.0,3.0,84.0,3
8070,Talaghattapura,2265.0,3.0,159.0,3
8071,Talaghattapura,2099.0,3.0,134.0,3
8072,Thanisandra,510.0,1.0,25.25,1
8073,Thanisandra,1296.0,2.0,80.0,2
8075,Thanisandra,1427.0,3.0,120.0,3
8076,Thanisandra,1735.0,3.0,135.0,3
8077,Thanisandra,2050.0,3.0,145.0,3
8078,Thanisandra,2144.0,3.0,145.0,3
8081,Thanisandra,1702.0,3.0,130.0,3
8083,Thanisandra,445.0,1.0,28.0,1
8084,Thanisandra,1296.0,2.0,83.0,2
8092,Thanisandra,1093.0,2.0,70.0,2
8097,Thanisandra,1265.0,2.0,85.0,2
8098,Thanisandra,510.0,1.0,25.25,1
8100,Thanisandra,776.5,2.0,48.145,1
8101,Thanisandra,1564.0,3.0,101.0,3
8104,Thanisandra,1847.0,3.0,123.0,3
8107,Thanisandra,1697.0,3.0,114.0,3
8108,Thanisandra,2650.0,4.0,240.0,4
8111,Thanisandra,3500.0,5.0,160.0,6
8114,Thanisandra,693.0,1.0,34.3,1
8115,Thanisandra,1098.0,2.0,68.0,2
8116,Thanisandra,760.0,1.0,50.3,1
8125,Thanisandra,1697.0,3.0,115.0,3
8127,Thanisandra,1380.0,1.0,62.1,1
8128,Thanisandra,923.0,1.0,60.84,1
8130,Thanisandra,923.0,1.0,45.69,1
8132,Thanisandra,3216.0,4.0,226.0,4
8136,Thanisandra,1874.0,4.0,130.0,3
8138,Thanisandra,1411.0,3.0,93.04,3
8139,Thanisandra,1996.0,3.0,135.0,3
8141,Thanisandra,1678.0,3.0,125.0,3
8142,Thanisandra,1265.0,2.0,82.0,2
8145,Thanisandra,662.0,1.0,42.0,1
8147,Thanisandra,1948.0,3.0,130.0,3
8148,Thanisandra,1690.0,3.0,125.0,3
8152,Thanisandra,965.0,2.0,67.0,2
8154,Thanisandra,1098.0,2.0,74.0,2
8156,Thanisandra,1795.0,3.0,140.0,3
8158,Thanisandra,1564.0,3.0,104.0,3
8171,Thanisandra,1276.0,2.0,75.0,2
8172,Thanisandra,693.0,1.0,34.3,1
8174,Thanisandra,1265.0,2.0,78.0,2
8178,Thanisandra,934.0,2.0,55.0,2
8180,Thanisandra,1056.0,2.0,68.0,2
8181,Thanisandra,1595.0,3.0,110.0,3
8182,Thanisandra,1411.0,3.0,93.15,3
8186,Thanisandra,1093.0,2.0,68.1,2
8189,Thanisandra,1093.0,2.0,72.0,2
8194,Thanisandra,1564.0,3.0,105.0,3
8195,Thanisandra,1265.0,2.0,83.0,2
8196,Thanisandra,2280.0,4.0,184.0,3
8197,Thanisandra,784.0,1.0,35.285,1
8198,Thanisandra,965.0,2.0,56.0,2
8200,Thanisandra,1795.0,3.0,150.0,3
8201,Thanisandra,777.0,1.0,38.535,1
8203,Thanisandra,1697.0,3.0,110.0,3
8206,Thanisandra,1595.0,3.0,120.0,3
8208,Thanisandra,760.0,1.0,50.0,1
8210,Thanisandra,1800.0,4.0,125.0,3
8211,Thanisandra,933.0,2.0,58.0,1
8214,Thanisandra,1183.0,2.0,77.25,2
8217,Thanisandra,662.0,1.0,29.0,1
8220,Thanisandra,663.0,1.0,46.1,1
8221,Thanisandra,662.0,1.0,45.0,1
8223,Thanisandra,1262.0,2.0,83.0,3
8224,Thanisandra,1056.0,2.0,65.0,2
8226,Thanisandra,1702.0,3.0,115.0,3
8229,Thanisandra,933.0,2.0,55.0,2
8231,Thanisandra,1183.0,2.0,77.3,2
8233,Thanisandra,662.0,1.0,38.0,1
8234,Thanisandra,1265.0,2.0,72.0,2
8235,Thanisandra,1595.0,3.0,105.0,3
8239,Thanisandra,580.0,1.0,27.5,1
8240,Thanisandra,2087.0,4.0,139.0,3
8241,Thanisandra,2050.0,3.0,150.0,3
8244,Thanisandra,1098.0,2.0,71.0,2
8245,Thanisandra,1411.0,3.0,93.25,3
8249,Thanisandra,1732.0,3.0,112.0,3
8250,Thanisandra,933.0,2.0,66.0,2
8251,Thanisandra,933.0,1.0,61.0,1
8254,Thanisandra,747.0,1.0,34.355,1
8257,Thanisandra,663.0,1.0,46.0,1
8258,Thanisandra,1411.0,3.0,100.0,3
8259,Thanisandra,1702.0,3.0,120.0,3
8262,Thanisandra,1948.0,4.0,129.0,4
8263,Thanisandra,3600.0,9.0,125.0,8
8265,Thanisandra,1056.0,2.0,70.0,2
8268,Thanisandra,1719.0,3.0,135.0,3
8270,Thanisandra,1698.0,3.0,125.0,3
8274,Thanisandra,1056.0,2.0,75.0,2
8275,Thanisandra,1245.0,2.0,83.05,2
8276,Thanisandra,2695.0,4.0,188.0,4
8283,Thanisandra,777.0,1.0,38.46,1
8286,Thanisandra,2999.97,6.0,110.0,6
8288,Thanisandra,760.0,1.0,50.4,1
8289,Thanisandra,663.0,1.0,32.82,1
8292,Thanisandra,1806.0,6.0,116.0,3
8294,Thanisandra,1573.0,3.0,115.0,3
8296,Thanisandra,1305.0,2.0,90.0,2
8300,Thanisandra,1694.0,3.0,125.0,3
8304,Thanisandra,1917.0,4.0,130.0,4
8308,Thigalarapalya,1200.0,2.0,65.0,2
8309,Thigalarapalya,1297.0,2.0,112.0,2
8310,Thigalarapalya,1297.0,2.0,103.0,2
8311,Thigalarapalya,1418.0,2.0,95.0,2
8313,Thigalarapalya,3122.0,6.0,245.0,4
8314,Thigalarapalya,2072.0,4.0,150.0,3
8315,Thigalarapalya,1418.0,2.0,103.0,2
8316,Thigalarapalya,1418.0,2.0,101.0,2
8317,Thigalarapalya,1165.0,2.0,95.0,2
8318,Thigalarapalya,1418.0,2.0,104.0,2
8319,Thigalarapalya,4190.0,4.0,380.0,4
8323,Thigalarapalya,1418.0,2.0,103.0,2
8324,Thigalarapalya,2072.0,4.0,159.0,3
8326,Thigalarapalya,1207.0,2.0,62.0,2
8327,Thigalarapalya,1418.0,2.0,106.0,2
8329,Thigalarapalya,1418.0,2.0,104.0,2
8330,Thigalarapalya,3122.0,6.0,237.0,4
8331,Thigalarapalya,1418.0,2.0,105.0,2
8332,Thigalarapalya,1418.0,2.0,104.0,2
8334,Thigalarapalya,2215.0,4.0,160.0,3
8335,Thigalarapalya,1418.0,2.0,106.0,2
8336,Thigalarapalya,2072.0,4.0,155.0,3
8337,Thigalarapalya,1830.0,4.0,150.0,3
8338,Thigalarapalya,1830.0,4.0,135.0,3
8339,Thigalarapalya,1000.0,2.0,48.53,2
8340,Thigalarapalya,1418.0,2.0,105.0,2
8341,Thigalarapalya,2072.0,4.0,160.0,3
8343,Thigalarapalya,1245.0,2.0,100.0,2
8345,Thigalarapalya,2072.0,4.0,152.0,3
8346,Thigalarapalya,2072.0,4.0,160.0,3
8347,Thigalarapalya,2072.0,4.0,155.0,3
8349,Thigalarapalya,2072.0,4.0,153.0,3
8351,Thigalarapalya,2072.0,4.0,157.0,3
8352,Thigalarapalya,1418.0,2.0,105.0,2
8354,Thigalarapalya,3122.0,6.0,245.0,4
8355,Thigalarapalya,1245.0,2.0,100.0,2
8356,Thigalarapalya,1830.0,4.0,150.0,3
8357,Thigalarapalya,1830.0,3.0,133.0,3
8359,Thigalarapalya,4190.0,4.0,325.0,4
8361,Thigalarapalya,2072.0,4.0,151.0,3
8363,Thigalarapalya,1400.0,2.0,105.0,2
8364,Thigalarapalya,2215.0,4.0,162.0,3
8365,Thigalarapalya,3122.0,6.0,250.0,4
8366,Thigalarapalya,1297.0,2.0,98.0,2
8368,Thubarahalli,3800.0,4.0,239.0,4
8369,Thubarahalli,1200.0,2.0,78.0,2
8370,Thubarahalli,1128.0,2.0,75.0,2
8371,Thubarahalli,1185.0,2.0,65.0,2
8372,Thubarahalli,1626.0,2.0,120.0,3
